Declaration Type,Declaration Date,State,Disaster Type
Disaster,6/24/2000,WI,Storm
Disaster,6/24/2000,WI,Storm
Disaster,6/24/2000,WI,Storm
Disaster,6/24/2000,WI,Storm
Disaster,6/24/2000,WI,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,ND,Storm
Disaster,6/27/2000,MN,Storm
Disaster,6/27/2000,MN,Storm
Disaster,6/27/2000,MN,Storm
Disaster,6/27/2000,MN,Storm
Disaster,6/27/2000,MN,Storm
Disaster,6/27/2000,MN,Storm
Disaster,6/27/2000,MN,Storm
Disaster,6/27/2000,MN,Storm
Disaster,6/27/2000,MN,Storm
Disaster,6/27/2000,MN,Storm
Disaster,6/27/2000,MN,Storm
Disaster,6/27/2000,MN,Storm
Disaster,6/27/2000,MN,Storm
Disaster,6/27/2000,MN,Storm
Disaster,6/27/2000,MN,Storm
Disaster,6/27/2000,MN,Storm
Disaster,6/27/2000,MN,Storm
Disaster,6/27/2000,MN,Storm
Fire,6/30/2000,NV,Fire
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Disaster,7/21/2000,NY,Storm
Fire,7/22/2000,WA,Fire
Fire,7/24/2000,MT,Fire
Fire,7/24/2000,MT,Fire
Fire,7/24/2000,MT,Fire
Fire,7/24/2000,MT,Fire
Disaster,7/27/2000,VT,Storm
Disaster,7/27/2000,VT,Storm
Disaster,7/27/2000,VT,Storm
Disaster,7/27/2000,VT,Storm
Disaster,7/27/2000,VT,Storm
Disaster,7/27/2000,VT,Storm
Fire,7/31/2000,WY,Fire
Fire,8/1/2000,NV,Fire
Fire,8/5/2000,MT,Fire
Fire,8/5/2000,MT,Fire
Fire,8/5/2000,MT,Fire
Fire,8/5/2000,MT,Fire
Fire,8/5/2000,MT,Fire
Fire,8/5/2000,MT,Fire
Fire,8/5/2000,MT,Fire
Fire,8/8/2000,MT,Fire
Fire,8/8/2000,MT,Fire
Fire,8/13/2000,SD,Fire
Fire,8/14/2000,MT,Fire
Fire,8/14/2000,MT,Fire
Fire,8/14/2000,MT,Fire
Fire,8/14/2000,MT,Fire
Fire,8/16/2000,MT,Fire
Fire,8/16/2000,MT,Fire
Disaster,8/17/2000,DC,Storm
Disaster,8/17/2000,NJ,Storm
Disaster,8/17/2000,NJ,Storm
Disaster,8/21/2000,OH,Storm
Fire,8/23/2000,TX,Fire
Fire,8/25/2000,SD,Fire
Fire,8/25/2000,WA,Fire
Fire,8/25/2000,WA,Fire
Fire,8/26/2000,TX,Fire
Fire,8/28/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Disaster,8/30/2000,MT,Fire
Fire,8/31/2000,TX,Fire
Disaster,9/1/2000,ID,Fire
Disaster,9/1/2000,ID,Fire
Disaster,9/1/2000,ID,Fire
Disaster,9/1/2000,ID,Fire
Disaster,9/1/2000,ID,Fire
Disaster,9/1/2000,ID,Fire
Disaster,9/1/2000,ID,Fire
Disaster,9/1/2000,ID,Fire
Disaster,9/1/2000,ID,Fire
Disaster,9/1/2000,ID,Fire
Disaster,9/1/2000,ID,Fire
Disaster,9/1/2000,ID,Fire
Disaster,9/1/2000,ID,Fire
Disaster,9/1/2000,ID,Fire
Disaster,9/1/2000,ID,Fire
Disaster,9/1/2000,ID,Fire
Fire,9/3/2000,TX,Fire
Fire,9/4/2000,TX,Fire
Fire,9/5/2000,TX,Fire
Fire,9/5/2000,TX,Fire
Fire,9/5/2000,TX,Fire
Fire,9/7/2000,TX,Fire
Fire,9/7/2000,TX,Fire
Fire,9/8/2000,TX,Fire
Fire,9/8/2000,TX,Fire
Fire,9/10/2000,TX,Fire
Fire,9/11/2000,LA,Fire
Fire,9/11/2000,LA,Fire
Fire,9/11/2000,LA,Fire
Fire,9/11/2000,LA,Fire
Fire,9/11/2000,LA,Fire
Fire,9/11/2000,LA,Fire
Fire,9/11/2000,LA,Fire
Fire,9/11/2000,LA,Fire
Fire,9/11/2000,LA,Fire
Fire,9/11/2000,LA,Fire
Fire,9/11/2000,LA,Fire
Disaster,9/14/2000,CA,Earthquake
Fire,9/16/2000,CO,Fire
Fire,9/17/2000,AL,Fire
Fire,9/18/2000,TX,Fire
Fire,9/19/2000,OK,Fire
Fire,9/21/2000,OK,Fire
Fire,9/21/2000,OK,Fire
Disaster,9/26/2000,OH,Storm
Disaster,10/3/2000,FL,Storm
Disaster,10/3/2000,FL,Storm
Disaster,10/3/2000,FL,Storm
Disaster,10/3/2000,FL,Storm
Disaster,10/3/2000,FL,Storm
Disaster,10/3/2000,FL,Storm
Disaster,10/3/2000,FL,Storm
Disaster,10/3/2000,FL,Storm
Disaster,10/3/2000,FL,Storm
Fire,10/3/2000,TX,Fire
Disaster,10/4/2000,FL,Storm
Disaster,10/4/2000,FL,Storm
Disaster,10/4/2000,FL,Storm
Disaster,10/4/2000,FL,Storm
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Emergency,10/11/2000,NY,Other
Disaster,10/17/2000,MI,Storm
Disaster,10/17/2000,MI,Storm
Fire,10/20/2000,MN,Fire
Fire,10/20/2000,MN,Fire
Fire,10/20/2000,MN,Fire
Fire,10/20/2000,MN,Fire
Fire,10/20/2000,MN,Fire
Disaster,10/27/2000,AZ,Storm
Disaster,10/27/2000,AZ,Storm
Disaster,10/27/2000,AZ,Storm
Disaster,10/27/2000,AZ,Storm
Disaster,10/27/2000,AZ,Storm
Disaster,10/27/2000,AZ,Storm
Disaster,10/27/2000,AZ,Storm
Disaster,10/27/2000,AZ,Storm
Emergency,11/1/2000,NJ,Other
Emergency,11/1/2000,NJ,Other
Emergency,11/1/2000,NJ,Other
Emergency,11/1/2000,NJ,Other
Emergency,11/1/2000,NJ,Other
Emergency,11/1/2000,NJ,Other
Emergency,11/1/2000,NJ,Other
Emergency,11/1/2000,NJ,Other
Emergency,11/1/2000,NJ,Other
Emergency,11/1/2000,NJ,Other
Emergency,11/1/2000,NJ,Other
Emergency,11/1/2000,NJ,Other
Emergency,11/1/2000,NJ,Other
Emergency,11/1/2000,NJ,Other
Emergency,11/1/2000,NJ,Other
Emergency,11/1/2000,NJ,Other
Emergency,11/1/2000,NJ,Other
Emergency,11/1/2000,NJ,Other
Emergency,11/1/2000,NJ,Other
Emergency,11/1/2000,NJ,Other
Emergency,11/1/2000,NJ,Other
Fire,11/2/2000,TN,Fire
Fire,11/2/2000,TN,Fire
Fire,11/3/2000,TN,Fire
Fire,11/3/2000,TN,Fire
Fire,11/3/2000,TN,Fire
Fire,11/3/2000,TN,Fire
Fire,11/3/2000,TN,Fire
Fire,11/4/2000,KY,Fire
Fire,11/4/2000,KY,Fire
Fire,11/4/2000,KY,Fire
Fire,11/4/2000,KY,Fire
Fire,11/4/2000,KY,Fire
Fire,11/4/2000,KY,Fire
Fire,11/4/2000,KY,Fire
Fire,11/4/2000,KY,Fire
Fire,11/4/2000,KY,Fire
Fire,11/4/2000,KY,Fire
Fire,11/4/2000,KY,Fire
Fire,11/4/2000,KY,Fire
Fire,11/4/2000,KY,Fire
Fire,11/4/2000,KY,Fire
Fire,11/4/2000,KY,Fire
Fire,11/4/2000,KY,Fire
Disaster,11/27/2000,OK,Storm
Disaster,11/27/2000,OK,Storm
Disaster,11/27/2000,OK,Storm
Disaster,11/27/2000,OK,Storm
Disaster,11/27/2000,OK,Storm
Disaster,11/27/2000,OK,Storm
Disaster,11/27/2000,OK,Storm
Disaster,11/27/2000,OK,Storm
Disaster,11/27/2000,OK,Storm
Disaster,11/27/2000,OK,Storm
Disaster,11/27/2000,OK,Storm
Emergency,12/4/2000,NY,Snow
Emergency,12/4/2000,NY,Snow
Emergency,12/4/2000,NY,Snow
Disaster,12/6/2000,MT,Storm
Disaster,12/6/2000,MT,Storm
Disaster,12/6/2000,MT,Storm
Disaster,12/6/2000,MT,Storm
Disaster,12/6/2000,MT,Storm
Disaster,12/6/2000,MT,Storm
Disaster,12/6/2000,MT,Storm
Disaster,12/13/2000,WY,Storm
Disaster,12/13/2000,WY,Storm
Disaster,12/13/2000,WY,Storm
Disaster,12/13/2000,WY,Storm
Disaster,12/18/2000,AL,Storm
Disaster,12/18/2000,AL,Storm
Disaster,12/18/2000,AL,Storm
Disaster,12/18/2000,AL,Storm
Disaster,12/18/2000,AL,Storm
Disaster,12/18/2000,AL,Storm
Disaster,12/18/2000,AL,Storm
Disaster,12/18/2000,AL,Storm
Disaster,12/18/2000,AL,Storm
Disaster,12/18/2000,AL,Storm
Disaster,12/18/2000,AL,Storm
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,OK,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Emergency,12/28/2000,AR,Ice
Disaster,12/29/2000,ND,Tornado
Disaster,12/29/2000,ND,Tornado
Disaster,12/29/2000,ND,Tornado
Disaster,12/29/2000,ND,Tornado
Disaster,12/29/2000,ND,Tornado
Disaster,12/29/2000,ND,Tornado
Disaster,12/29/2000,ND,Tornado
Disaster,12/29/2000,ND,Tornado
Disaster,12/29/2000,ND,Tornado
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,12/29/2000,AR,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Disaster,1/5/2001,OK,Ice
Fire,1/5/2001,TX,Fire
Fire,1/5/2001,TX,Fire
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Disaster,1/8/2001,TX,Ice
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Emergency,1/10/2001,MI,Snow
Disaster,1/12/2001,LA,Ice
Disaster,1/12/2001,LA,Ice
Disaster,1/12/2001,LA,Ice
Disaster,1/12/2001,LA,Ice
Disaster,1/12/2001,LA,Ice
Disaster,1/12/2001,LA,Ice
Disaster,1/12/2001,LA,Ice
Disaster,1/12/2001,LA,Ice
Emergency,1/17/2001,IL,Snow
Emergency,1/17/2001,IL,Snow
Emergency,1/17/2001,IL,Snow
Emergency,1/17/2001,IL,Snow
Emergency,1/17/2001,IL,Snow
Emergency,1/17/2001,IL,Snow
Emergency,1/17/2001,IL,Snow
Emergency,1/17/2001,IL,Snow
Emergency,1/17/2001,IL,Snow
Emergency,1/17/2001,IL,Snow
Emergency,1/17/2001,IL,Snow
